2018-02-16 05:16:06,"b'RT @MelissaShevon: Well Episode 2 #Tizibika not bad, I can tell that this will be my favourite show.'"
2018-02-16 05:14:35,b'@MsRettaLi @KatongoChiluba Come with me and Monde when we visit mum in Chingola lol #Tizibika'
2018-02-16 05:12:42,b'RT @kathlyn_47: Throwback to doing @slapdee  makeup for #Tizibika.... catch the latest episode tonight on #ZambeziMagic 160 at 22:00hrs htt\xe2\x80\xa6'
2018-02-16 05:11:56,"b""RT @tozy_b: We're back tonight\n Catch us tonight at 22hrs on Zambezi Magic channel 160.\n\n#tizibika https://t.co/Iw5hZG8MSP"""
2018-02-16 05:06:30,b'RT @KusalokaKabwit1: @kaffie_latte Thanks for support and am glad you enjoyed.#Tizibika'
2018-02-16 04:33:07,b'Me after Tizibika finishes and Vina comes on\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82..What happened guys?#Tizibika https://t.co/6xANhUK3BB'
2018-02-16 04:26:28,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-16 02:39:19,b'RT @maluba96: How some of these women lowkey date a good \xe2\x80\x9cba charles\xe2\x80\x9d....we\xe2\x80\x99ve seen your secrets \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbd #Tizibika #ZMComedy'
2018-02-16 02:37:01,b'RT @iistargirl: These boobs .im distracted \xf0\x9f\x98\x8d#Tizibika'
2018-02-16 01:51:43,b'RT @iistargirl: These boobs .im distracted \xf0\x9f\x98\x8d#Tizibika'
2018-02-16 00:29:52,b'RT @Roxy_Hrt: #Tizibika giving me life yoh\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2018-02-15 22:31:15,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 22:17:35,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-15 22:07:10,"b""can #tizibika be longer please? They're so many shows that it can replace \xf0\x9f\x92\x80\xe2\x9d\xa4"""
2018-02-15 22:01:03,b'@kaffie_latte Thanks for support and am glad you enjoyed.#Tizibika'
